total number of analysis:364378 
total number of analysis until best:315070 
top-scored iteration: 4320 

Microsoft Windows [Version 10.0.22000.613]
(c) Microsoft Corporation. All rights reserved.

C:\Users\dream\Documents\Research\RL_Construction\20220428>python Train.py
C:\Users\dream\anaconda3\lib\site-packages\torch\nn\init.py:388: UserWarning: Initializing zero-element tensors is a no-op
  warnings.warn("Initializing zero-element tensors is a no-op")
episode 794 : step=68  reward=-24.0 aveQ=-16.19  loss=1.15
episode 795 : step=68  reward=-31.0 aveQ=-18.22  loss=1.10
episode 796 : step=68  reward=-44.0 aveQ=-16.36  loss=1.13
episode 797 : step=55  reward=-28.0 aveQ=-16.49  loss=0.96
episode 798 : step=42  reward=-26.0 aveQ=-14.04  loss=1.00
episode 799 : step=55  reward=-21.0 aveQ=-8.06   loss=1.06
episode 800 : step=72  reward=-32.0 aveQ=-18.77  loss=1.04
episode 801 : step=55  reward=-26.0 aveQ=-10.40  loss=1.11
episode 802 : step=68  reward=-24.0 aveQ=-14.30  loss=0.99
episode 803 : step=55  reward=-19.0 aveQ=-8.36   loss=1.02
episode 804 : step=89  reward=-49.0 aveQ=-25.32  loss=1.06
episode 805 : step=72  reward=-29.0 aveQ=-22.71  loss=1.03
episode 806 : step=55  reward=-48.0 aveQ=-19.89  loss=0.96
episode 807 : step=42  reward=-18.0 aveQ=-9.64   loss=1.23
episode 808 : step=68  reward=-35.0 aveQ=-24.81  loss=1.04
episode 809 : step=55  reward=-23.0 aveQ=-12.73  loss=1.03
episode 810 : step=72  reward=-27.0 aveQ=-10.69  loss=0.91
episode 811 : step=72  reward=-27.0 aveQ=-16.09  loss=1.03
episode 812 : step=68  reward=-27.0 aveQ=-18.83  loss=1.00
episode 813 : step=68  reward=-39.0 aveQ=-23.81  loss=0.89
episode 814 : step=55  reward=-20.0 aveQ=-10.69  loss=0.94
episode 815 : step=68  reward=-25.0 aveQ=-20.07  loss=0.94
episode 816 : step=89  reward=-37.0 aveQ=-23.68  loss=0.89
episode 817 : step=55  reward=-18.0 aveQ=-12.95  loss=0.85
episode 818 : step=68  reward=-35.0 aveQ=-21.40  loss=0.97
episode 819 : step=68  reward=-39.0 aveQ=-19.31  loss=0.96
episode 820 : step=55  reward=-28.0 aveQ=-18.45  loss=0.83
episode 821 : step=68  reward=-32.0 aveQ=-13.95  loss=0.88
episode 822 : step=89  reward=-48.0 aveQ=-25.33  loss=0.90
episode 823 : step=55  reward=-21.0 aveQ=-10.74  loss=0.87
episode 824 : step=68  reward=-44.0 aveQ=-19.64  loss=0.84
episode 825 : step=55  reward=-22.0 aveQ=-11.56  loss=0.92
episode 826 : step=55  reward=-37.0 aveQ=-18.79  loss=0.87
episode 827 : step=89  reward=-32.0 aveQ=-20.14  loss=0.85
episode 828 : step=110 reward=-36.0 aveQ=-22.63  loss=0.92
episode 829 : step=89  reward=-38.0 aveQ=-23.30  loss=0.82
episode 830 : step=110 reward=-56.0 aveQ=-26.37  loss=0.85
episode 831 : step=68  reward=-22.0 aveQ=-11.05  loss=0.87
episode 832 : step=72  reward=-22.0 aveQ=-14.69  loss=0.90
episode 833 : step=68  reward=-24.0 aveQ=-16.81  loss=0.87
episode 834 : step=72  reward=-31.0 aveQ=-14.45  loss=0.77
episode 835 : step=89  reward=-37.0 aveQ=-20.78  loss=0.80
episode 836 : step=55  reward=-21.0 aveQ=-12.48  loss=0.91
episode 837 : step=110 reward=-46.0 aveQ=-22.55  loss=0.81
episode 838 : step=89  reward=-30.0 aveQ=-14.32  loss=0.77
episode 839 : step=42  reward=-18.0 aveQ=-8.44   loss=0.78
episode 840 : step=55  reward=-19.0 aveQ=-11.98  loss=0.70
episode 841 : step=68  reward=-23.0 aveQ=-17.46  loss=0.77
episode 842 : step=55  reward=-26.0 aveQ=-13.42  loss=0.80
episode 843 : step=68  reward=-24.0 aveQ=-14.32  loss=0.79
episode 844 : step=72  reward=-26.0 aveQ=-16.26  loss=0.74
episode 845 : step=72  reward=-46.0 aveQ=-19.12  loss=0.81
episode 846 : step=55  reward=-31.0 aveQ=-18.75  loss=0.73
episode 847 : step=55  reward=-26.0 aveQ=-12.89  loss=0.79
episode 848 : step=68  reward=-28.0 aveQ=-13.09  loss=0.79
episode 849 : step=89  reward=-30.0 aveQ=-19.71  loss=0.75
episode 850 : step=55  reward=-21.0 aveQ=-13.08  loss=0.75
episode 851 : step=72  reward=-33.0 aveQ=-21.09  loss=0.74
episode 852 : step=55  reward=-19.0 aveQ=-12.01  loss=0.77
episode 853 : step=89  reward=-42.0 aveQ=-24.29  loss=0.80
episode 854 : step=68  reward=-51.0 aveQ=-21.54  loss=0.75
episode 855 : step=42  reward=-17.0 aveQ=-8.10   loss=0.85
episode 856 : step=55  reward=-23.0 aveQ=-12.51  loss=0.84
episode 857 : step=68  reward=-21.0 aveQ=-8.57   loss=0.76
episode 858 : step=89  reward=-33.0 aveQ=-25.02  loss=0.81
episode 859 : step=89  reward=-51.0 aveQ=-26.66  loss=0.76
episode 860 : step=72  reward=-23.0 aveQ=-10.69  loss=0.76
episode 861 : step=89  reward=-39.0 aveQ=-24.22  loss=0.77
episode 862 : step=42  reward=-15.0 aveQ=-12.67  loss=0.81
episode 863 : step=68  reward=-34.0 aveQ=-19.25  loss=0.81
episode 864 : step=68  reward=-23.0 aveQ=-10.07  loss=0.75
episode 865 : step=68  reward=-40.0 aveQ=-24.25  loss=0.75
episode 866 : step=68  reward=-48.0 aveQ=-21.73  loss=0.78
episode 867 : step=55  reward=-19.0 aveQ=-12.32  loss=0.68
episode 868 : step=72  reward=-32.0 aveQ=-16.62  loss=0.78
episode 869 : step=42  reward=-23.0 aveQ=-11.75  loss=0.78
episode 870 : step=72  reward=-31.0 aveQ=-15.77  loss=0.82
episode 871 : step=89  reward=-42.0 aveQ=-17.47  loss=0.81
episode 872 : step=110 reward=-41.0 aveQ=-22.09  loss=0.81
episode 873 : step=68  reward=-26.0 aveQ=-14.53  loss=0.83
episode 874 : step=89  reward=-38.0 aveQ=-18.65  loss=0.94
episode 875 : step=68  reward=-35.0 aveQ=-20.52  loss=0.89
episode 876 : step=110 reward=-45.0 aveQ=-17.67  loss=0.83
episode 877 : step=68  reward=-35.0 aveQ=-22.56  loss=0.81
episode 878 : step=42  reward=-14.0 aveQ=-7.09   loss=0.79
episode 879 : step=72  reward=-29.0 aveQ=-16.66  loss=0.89
episode 880 : step=89  reward=-31.0 aveQ=-14.62  loss=0.86
episode 881 : step=55  reward=-34.0 aveQ=-17.04  loss=0.94
episode 882 : step=42  reward=-17.0 aveQ=-7.81   loss=0.82
episode 883 : step=68  reward=-23.0 aveQ=-13.05  loss=0.69
episode 884 : step=72  reward=-24.0 aveQ=-12.60  loss=0.85
episode 885 : step=89  reward=-32.0 aveQ=-16.83  loss=0.85
episode 886 : step=89  reward=-33.0 aveQ=-12.15  loss=0.83
episode 887 : step=55  reward=-21.0 aveQ=-14.47  loss=0.91
episode 888 : step=68  reward=-27.0 aveQ=-10.81  loss=0.89
episode 889 : step=89  reward=-31.0 aveQ=-13.65  loss=0.84
episode 890 : step=89  reward=-50.0 aveQ=-26.41  loss=0.76
episode 891 : step=68  reward=-38.0 aveQ=-22.02  loss=0.91
episode 892 : step=42  reward=-19.0 aveQ=-12.87  loss=0.77
episode 893 : step=110 reward=-37.0 aveQ=-26.41  loss=0.91
episode 894 : step=72  reward=-31.0 aveQ=-27.66  loss=0.75
episode 895 : step=68  reward=-34.0 aveQ=-18.57  loss=0.76
episode 896 : step=110 reward=-66.0 aveQ=-34.86  loss=0.83
episode 897 : step=68  reward=-35.0 aveQ=-15.14  loss=0.74
episode 898 : step=110 reward=-35.0 aveQ=-18.21  loss=0.82
episode 899 : step=72  reward=-28.0 aveQ=-16.47  loss=0.75
episode 900 : step=110 reward=-37.0 aveQ=-23.31  loss=0.76
episode 901 : step=72  reward=-33.0 aveQ=-21.41  loss=0.84
episode 902 : step=110 reward=-35.0 aveQ=-26.10  loss=0.73
episode 903 : step=110 reward=-42.0 aveQ=-24.04  loss=0.75
episode 904 : step=55  reward=-18.0 aveQ=-12.51  loss=0.70
episode 905 : step=89  reward=-40.0 aveQ=-21.30  loss=0.72
episode 906 : step=55  reward=-28.0 aveQ=-13.69  loss=0.63
episode 907 : step=68  reward=-28.0 aveQ=-20.65  loss=0.71
episode 908 : step=68  reward=-23.0 aveQ=-16.22  loss=0.73
episode 909 : step=89  reward=-33.0 aveQ=-17.92  loss=0.79
episode 910 : step=55  reward=-20.0 aveQ=-10.42  loss=0.71
episode 911 : step=89  reward=-32.0 aveQ=-20.41  loss=0.65
episode 912 : step=55  reward=-33.0 aveQ=-16.89  loss=0.66
episode 913 : step=42  reward=-17.0 aveQ=-9.52   loss=0.65
episode 914 : step=89  reward=-37.0 aveQ=-14.83  loss=0.72
episode 915 : step=110 reward=-59.0 aveQ=-30.87  loss=0.68
episode 916 : step=55  reward=-25.0 aveQ=-16.58  loss=0.69
episode 917 : step=55  reward=-21.0 aveQ=-10.41  loss=0.74
episode 918 : step=68  reward=-24.0 aveQ=-8.08   loss=0.63
episode 919 : step=72  reward=-28.0 aveQ=-19.03  loss=0.64
episode 920 : step=68  reward=-25.0 aveQ=-14.91  loss=0.70
episode 921 : step=110 reward=-56.0 aveQ=-26.01  loss=0.65
episode 922 : step=89  reward=-31.0 aveQ=-11.38  loss=0.65
episode 923 : step=55  reward=-19.0 aveQ=-13.77  loss=0.63
episode 924 : step=42  reward=-14.0 aveQ=-6.59   loss=0.66
episode 925 : step=68  reward=-21.0 aveQ=-10.14  loss=0.63
episode 926 : step=89  reward=-31.0 aveQ=-14.70  loss=0.63
episode 927 : step=110 reward=-42.0 aveQ=-17.85  loss=0.72
episode 928 : step=68  reward=-22.0 aveQ=-13.23  loss=0.72
episode 929 : step=110 reward=-42.0 aveQ=-19.87  loss=0.67
episode 930 : step=89  reward=-29.0 aveQ=-13.51  loss=0.68
episode 931 : step=89  reward=-39.0 aveQ=-23.44  loss=0.64
episode 932 : step=110 reward=-57.0 aveQ=-29.38  loss=0.77
episode 933 : step=68  reward=-27.0 aveQ=-14.69  loss=0.74
episode 934 : step=68  reward=-21.0 aveQ=-12.66  loss=0.64
episode 935 : step=68  reward=-24.0 aveQ=-10.41  loss=0.60
episode 936 : step=89  reward=-35.0 aveQ=-17.79  loss=0.72
episode 937 : step=68  reward=-36.0 aveQ=-19.46  loss=0.66
episode 938 : step=55  reward=-20.0 aveQ=-10.55  loss=0.57
episode 939 : step=68  reward=-25.0 aveQ=-13.04  loss=0.59
episode 940 : step=68  reward=-27.0 aveQ=-17.78  loss=0.60
episode 941 : step=68  reward=-31.0 aveQ=-18.94  loss=0.61
episode 942 : step=89  reward=-34.0 aveQ=-20.35  loss=0.61
episode 943 : step=55  reward=-19.0 aveQ=-11.18  loss=0.60
episode 944 : step=89  reward=-48.0 aveQ=-22.33  loss=0.64
episode 945 : step=89  reward=-31.0 aveQ=-14.18  loss=0.65
episode 946 : step=110 reward=-34.0 aveQ=-15.97  loss=0.65
episode 947 : step=55  reward=-33.0 aveQ=-16.48  loss=0.64
episode 948 : step=55  reward=-23.0 aveQ=-15.53  loss=0.57
episode 949 : step=68  reward=-23.0 aveQ=-13.59  loss=0.63
episode 950 : step=55  reward=-18.0 aveQ=-10.24  loss=0.61
episode 951 : step=89  reward=-39.0 aveQ=-24.26  loss=0.65
episode 952 : step=110 reward=-44.0 aveQ=-17.67  loss=0.65
episode 953 : step=68  reward=-25.0 aveQ=-10.22  loss=0.58
episode 954 : step=89  reward=-29.0 aveQ=-21.35  loss=0.56
episode 955 : step=55  reward=-22.0 aveQ=-10.00  loss=0.61
episode 956 : step=110 reward=-70.0 aveQ=-30.39  loss=0.62
episode 957 : step=68  reward=-27.0 aveQ=-18.86  loss=0.57
episode 958 : step=68  reward=-23.0 aveQ=-9.21   loss=0.57
episode 959 : step=42  reward=-16.0 aveQ=-10.54  loss=0.63
episode 960 : step=68  reward=-27.0 aveQ=-19.71  loss=0.60
episode 961 : step=55  reward=-18.0 aveQ=-8.35   loss=0.56
episode 962 : step=68  reward=-27.0 aveQ=-14.85  loss=0.53
episode 963 : step=89  reward=-30.0 aveQ=-20.76  loss=0.61
episode 964 : step=72  reward=-39.0 aveQ=-21.74  loss=0.58
episode 965 : step=55  reward=-29.0 aveQ=-15.04  loss=0.56
episode 966 : step=55  reward=-28.0 aveQ=-13.96  loss=0.53
episode 967 : step=110 reward=-38.0 aveQ=-19.46  loss=0.63
episode 968 : step=55  reward=-19.0 aveQ=-11.58  loss=0.52
episode 969 : step=68  reward=-23.0 aveQ=-12.91  loss=0.57
episode 970 : step=55  reward=-23.0 aveQ=-17.27  loss=0.61
episode 971 : step=72  reward=-24.0 aveQ=-14.03  loss=0.63
episode 972 : step=55  reward=-19.0 aveQ=-12.17  loss=0.59
episode 973 : step=72  reward=-25.0 aveQ=-15.17  loss=0.68
episode 974 : step=89  reward=-36.0 aveQ=-25.22  loss=0.59
episode 975 : step=68  reward=-22.0 aveQ=-14.79  loss=0.53
episode 976 : step=68  reward=-24.0 aveQ=-15.84  loss=0.58
episode 977 : step=68  reward=-23.0 aveQ=-14.59  loss=0.55
episode 978 : step=68  reward=-29.0 aveQ=-15.86  loss=0.58
episode 979 : step=89  reward=-36.0 aveQ=-24.51  loss=0.56
episode 980 : step=68  reward=-33.0 aveQ=-22.57  loss=0.55
episode 981 : step=68  reward=-28.0 aveQ=-16.29  loss=0.53
episode 982 : step=72  reward=-28.0 aveQ=-17.83  loss=0.53
episode 983 : step=42  reward=-15.0 aveQ=-9.18   loss=0.56
episode 984 : step=110 reward=-37.0 aveQ=-21.84  loss=0.50
episode 985 : step=55  reward=-27.0 aveQ=-20.07  loss=0.52
episode 986 : step=55  reward=-22.0 aveQ=-14.16  loss=0.49
episode 987 : step=89  reward=-36.0 aveQ=-21.97  loss=0.57
episode 988 : step=68  reward=-23.0 aveQ=-10.36  loss=0.52
episode 989 : step=68  reward=-28.0 aveQ=-13.95  loss=0.55
episode 990 : step=55  reward=-21.0 aveQ=-10.81  loss=0.49
episode 991 : step=55  reward=-24.0 aveQ=-16.63  loss=0.50
episode 992 : step=55  reward=-29.0 aveQ=-15.97  loss=0.46
episode 993 : step=42  reward=-15.0 aveQ=-12.71  loss=0.51
episode 994 : step=89  reward=-47.0 aveQ=-14.75  loss=0.55
episode 995 : step=55  reward=-26.0 aveQ=-15.59  loss=0.54
episode 996 : step=68  reward=-19.0 aveQ=-10.48  loss=0.48
episode 997 : step=110 reward=-40.0 aveQ=-21.75  loss=0.49
episode 998 : step=55  reward=-20.0 aveQ=-12.55  loss=0.46
episode 999 : step=72  reward=-46.0 aveQ=-22.72  loss=0.54
episode 1000: step=72  reward=-24.0 aveQ=-17.69  loss=0.52
episode 1001: step=68  reward=-43.0 aveQ=-19.50  loss=0.55
episode 1002: step=55  reward=-23.0 aveQ=-10.59  loss=0.48
episode 1003: step=68  reward=-38.0 aveQ=-21.12  loss=0.48
episode 1004: step=72  reward=-33.0 aveQ=-18.36  loss=0.47
episode 1005: step=55  reward=-29.0 aveQ=-16.69  loss=0.43
episode 1006: step=55  reward=-18.0 aveQ=-8.69   loss=0.49
episode 1007: step=110 reward=-40.0 aveQ=-17.02  loss=0.50
episode 1008: step=72  reward=-32.0 aveQ=-17.13  loss=0.46
episode 1009: step=55  reward=-22.0 aveQ=-12.38  loss=0.46
episode 1010: step=68  reward=-36.0 aveQ=-18.19  loss=0.51
episode 1011: step=68  reward=-22.0 aveQ=-8.80   loss=0.51
episode 1012: step=68  reward=-35.0 aveQ=-16.33  loss=0.46
episode 1013: step=42  reward=-28.0 aveQ=-12.31  loss=0.49
episode 1014: step=89  reward=-32.0 aveQ=-16.17  loss=0.48
episode 1015: step=89  reward=-54.0 aveQ=-25.81  loss=0.50
episode 1016: step=89  reward=-37.0 aveQ=-19.38  loss=0.52
episode 1017: step=72  reward=-46.0 aveQ=-21.65  loss=0.55
episode 1018: step=89  reward=-30.0 aveQ=-14.92  loss=0.49
episode 1019: step=68  reward=-27.0 aveQ=-14.22  loss=0.48
episode 1020: step=68  reward=-60.0 aveQ=-20.65  loss=0.59
episode 1021: step=68  reward=-30.0 aveQ=-20.08  loss=0.65
episode 1022: step=55  reward=-18.0 aveQ=-11.86  loss=0.56
episode 1023: step=68  reward=-38.0 aveQ=-18.43  loss=0.59
episode 1024: step=89  reward=-33.0 aveQ=-19.22  loss=0.55
episode 1025: step=42  reward=-19.0 aveQ=-10.81  loss=0.64
episode 1026: step=42  reward=-15.0 aveQ=-8.61   loss=0.57
episode 1027: step=72  reward=-24.0 aveQ=-13.95  loss=0.52
episode 1028: step=55  reward=-23.0 aveQ=-10.59  loss=0.59
episode 1029: step=42  reward=-18.0 aveQ=-10.25  loss=0.55
episode 1030: step=68  reward=-23.0 aveQ=-15.32  loss=0.51
episode 1031: step=68  reward=-28.0 aveQ=-18.69  loss=0.58
episode 1032: step=55  reward=-21.0 aveQ=-10.50  loss=0.55
episode 1033: step=68  reward=-29.0 aveQ=-13.43  loss=0.59
episode 1034: step=42  reward=-18.0 aveQ=-13.98  loss=0.53
episode 1035: step=68  reward=-25.0 aveQ=-18.17  loss=0.61
episode 1036: step=42  reward=-18.0 aveQ=-11.64  loss=0.53
episode 1037: step=55  reward=-24.0 aveQ=-11.82  loss=0.56
episode 1038: step=68  reward=-48.0 aveQ=-22.20  loss=0.53
episode 1039: step=72  reward=-24.0 aveQ=-16.63  loss=0.56
episode 1040: step=89  reward=-53.0 aveQ=-25.60  loss=0.54
episode 1041: step=110 reward=-33.0 aveQ=-18.78  loss=0.49
episode 1042: step=55  reward=-19.0 aveQ=-12.93  loss=0.51
episode 1043: step=72  reward=-21.0 aveQ=-12.64  loss=0.47
episode 1044: step=89  reward=-31.0 aveQ=-15.75  loss=0.52
episode 1045: step=89  reward=-39.0 aveQ=-19.14  loss=0.50
episode 1046: step=55  reward=-59.0 aveQ=-19.26  loss=0.55
episode 1047: step=68  reward=-24.0 aveQ=-17.48  loss=0.58
episode 1048: step=55  reward=-25.0 aveQ=-12.82  loss=0.58
episode 1049: step=68  reward=-38.0 aveQ=-19.48  loss=0.60
episode 1050: step=110 reward=-37.0 aveQ=-19.76  loss=0.58
episode 1051: step=89  reward=-35.0 aveQ=-22.28  loss=0.62
episode 1052: step=110 reward=-39.0 aveQ=-17.35  loss=0.56
episode 1053: step=55  reward=-25.0 aveQ=-11.40  loss=0.60
episode 1054: step=42  reward=-15.0 aveQ=-11.02  loss=0.69
episode 1055: step=89  reward=-28.0 aveQ=-17.44  loss=0.56
episode 1056: step=68  reward=-24.0 aveQ=-13.91  loss=0.57
episode 1057: step=42  reward=-27.0 aveQ=-13.80  loss=0.59
episode 1058: step=110 reward=-35.0 aveQ=-21.40  loss=0.64
episode 1059: step=68  reward=-23.0 aveQ=-14.97  loss=0.55
episode 1060: step=55  reward=-19.0 aveQ=-9.43   loss=0.62
episode 1061: step=89  reward=-32.0 aveQ=-19.69  loss=0.62
episode 1062: step=72  reward=-26.0 aveQ=-17.57  loss=0.61
episode 1063: step=110 reward=-33.0 aveQ=-19.10  loss=0.59
episode 1064: step=110 reward=-65.0 aveQ=-33.57  loss=0.58
episode 1065: step=89  reward=-124.0 aveQ=-29.72  loss=0.62
episode 1066: step=89  reward=-36.0 aveQ=-21.13  loss=0.72
episode 1067: step=55  reward=-19.0 aveQ=-10.13  loss=0.74
episode 1068: step=89  reward=-32.0 aveQ=-21.41  loss=0.61
episode 1069: step=55  reward=-17.0 aveQ=-11.23  loss=0.77
episode 1070: step=72  reward=-28.0 aveQ=-15.53  loss=0.65
episode 1071: step=68  reward=-27.0 aveQ=-18.52  loss=0.74
episode 1072: step=89  reward=-40.0 aveQ=-18.35  loss=0.79
episode 1073: step=42  reward=-17.0 aveQ=-8.68   loss=0.72
episode 1074: step=72  reward=-23.0 aveQ=-16.11  loss=0.69
episode 1075: step=68  reward=-26.0 aveQ=-12.57  loss=0.82
episode 1076: step=110 reward=-31.0 aveQ=-20.36  loss=0.71
episode 1077: step=89  reward=-49.0 aveQ=-25.84  loss=0.76
episode 1078: step=72  reward=-28.0 aveQ=-17.68  loss=0.69
episode 1079: step=110 reward=-36.0 aveQ=-22.13  loss=0.70
episode 1080: step=68  reward=-22.0 aveQ=-12.07  loss=0.76
episode 1081: step=72  reward=-29.0 aveQ=-15.06  loss=0.69
episode 1082: step=89  reward=-36.0 aveQ=-23.83  loss=0.78
episode 1083: step=89  reward=-28.0 aveQ=-20.30  loss=0.82
episode 1084: step=55  reward=-38.0 aveQ=-15.28  loss=0.76
episode 1085: step=72  reward=-27.0 aveQ=-12.36  loss=0.82
episode 1086: step=68  reward=-26.0 aveQ=-10.48  loss=0.78
episode 1087: step=68  reward=-32.0 aveQ=-12.22  loss=0.75
episode 1088: step=42  reward=-24.0 aveQ=-10.66  loss=0.89
episode 1089: step=110 reward=-37.0 aveQ=-19.73  loss=0.87
episode 1090: step=55  reward=-25.0 aveQ=-14.64  loss=0.87
episode 1091: step=68  reward=-26.0 aveQ=-13.91  loss=0.78
episode 1092: step=55  reward=-19.0 aveQ=-9.78   loss=0.78
episode 1093: step=42  reward=-24.0 aveQ=-12.22  loss=1.16
episode 1094: step=55  reward=-19.0 aveQ=-11.34  loss=0.87
episode 1095: step=72  reward=-26.0 aveQ=-11.35  loss=0.94
episode 1096: step=72  reward=-23.0 aveQ=-13.53  loss=0.89
episode 1097: step=68  reward=-28.0 aveQ=-22.33  loss=1.03
episode 1098: step=55  reward=-24.0 aveQ=-11.78  loss=0.91
episode 1099: step=89  reward=-32.0 aveQ=-17.35  loss=0.90
episode 1100: step=89  reward=-37.0 aveQ=-15.94  loss=0.85
episode 1101: step=72  reward=-28.0 aveQ=-13.69  loss=0.94
episode 1102: step=55  reward=-21.0 aveQ=-13.02  loss=1.01
episode 1103: step=72  reward=-26.0 aveQ=-10.04  loss=0.74
episode 1104: step=89  reward=-30.0 aveQ=-15.58  loss=0.90
episode 1105: step=110 reward=-49.0 aveQ=-28.57  loss=0.80
episode 1106: step=42  reward=-15.0 aveQ=-9.45   loss=0.79
episode 1107: step=89  reward=-41.0 aveQ=-19.42  loss=0.83
episode 1108: step=89  reward=-40.0 aveQ=-24.46  loss=0.81
episode 1109: step=89  reward=-38.0 aveQ=-14.43  loss=0.82
episode 1110: step=55  reward=-19.0 aveQ=-11.41  loss=0.90
episode 1111: step=68  reward=-46.0 aveQ=-22.46  loss=0.84
episode 1112: step=55  reward=-22.0 aveQ=-9.95   loss=0.93
episode 1113: step=68  reward=-50.0 aveQ=-25.30  loss=0.83
episode 1114: step=68  reward=-23.0 aveQ=-17.35  loss=0.78
episode 1115: step=55  reward=-22.0 aveQ=-18.11  loss=0.80
episode 1116: step=89  reward=-28.0 aveQ=-13.43  loss=0.80
episode 1117: step=42  reward=-14.0 aveQ=-6.34   loss=0.80
episode 1118: step=55  reward=-30.0 aveQ=-15.58  loss=0.76
episode 1119: step=89  reward=-29.0 aveQ=-15.28  loss=0.86
episode 1120: step=110 reward=-48.0 aveQ=-28.33  loss=0.89
episode 1121: step=89  reward=-33.0 aveQ=-16.20  loss=0.83
episode 1122: step=72  reward=-47.0 aveQ=-22.70  loss=0.96
episode 1123: step=68  reward=-23.0 aveQ=-15.12  loss=0.98
episode 1124: step=42  reward=-15.0 aveQ=-7.44   loss=0.99
episode 1125: step=55  reward=-21.0 aveQ=-13.59  loss=0.95
episode 1126: step=110 reward=-36.0 aveQ=-20.75  loss=0.93
episode 1127: step=72  reward=-55.0 aveQ=-24.84  loss=0.95
episode 1128: step=55  reward=-25.0 aveQ=-13.40  loss=0.83
episode 1129: step=110 reward=-43.0 aveQ=-27.87  loss=0.89
episode 1130: step=89  reward=-32.0 aveQ=-22.58  loss=1.00
episode 1131: step=68  reward=-30.0 aveQ=-15.28  loss=0.90
episode 1132: step=55  reward=-20.0 aveQ=-10.58  loss=0.93
episode 1133: step=89  reward=-33.0 aveQ=-17.28  loss=0.80
episode 1134: step=89  reward=-44.0 aveQ=-21.68  loss=0.83
episode 1135: step=110 reward=-41.0 aveQ=-18.03  loss=0.89
episode 1136: step=55  reward=-18.0 aveQ=-8.43   loss=0.92
episode 1137: step=110 reward=-103.0 aveQ=-33.51  loss=0.98
episode 1138: step=89  reward=-33.0 aveQ=-18.61  loss=1.01
episode 1139: step=89  reward=-35.0 aveQ=-19.07  loss=1.01
episode 1140: step=89  reward=-31.0 aveQ=-27.13  loss=0.92
episode 1141: step=55  reward=-18.0 aveQ=-13.46  loss=0.89
episode 1142: step=68  reward=-26.0 aveQ=-20.36  loss=0.91
episode 1143: step=55  reward=-28.0 aveQ=-11.50  loss=1.01
episode 1144: step=68  reward=-34.0 aveQ=-16.92  loss=1.03
episode 1145: step=89  reward=-29.0 aveQ=-15.05  loss=1.03
episode 1146: step=110 reward=-42.0 aveQ=-19.51  loss=1.00
episode 1147: step=68  reward=-30.0 aveQ=-17.72  loss=1.03
episode 1148: step=72  reward=-43.0 aveQ=-23.34  loss=0.95
episode 1149: step=55  reward=-24.0 aveQ=-15.91  loss=1.00
episode 1150: step=89  reward=-33.0 aveQ=-26.90  loss=0.93
episode 1151: step=55  reward=-21.0 aveQ=-11.85  loss=1.00
episode 1152: step=110 reward=-42.0 aveQ=-26.87  loss=0.90
episode 1153: step=55  reward=-16.0 aveQ=-6.94   loss=1.06
episode 1154: step=42  reward=-16.0 aveQ=-10.20  loss=1.31
episode 1155: step=68  reward=-23.0 aveQ=-10.59  loss=1.07
episode 1156: step=89  reward=-30.0 aveQ=-18.34  loss=0.96
episode 1157: step=55  reward=-46.0 aveQ=-17.27  loss=1.02
episode 1158: step=89  reward=-51.0 aveQ=-25.58  loss=1.09
episode 1159: step=89  reward=-28.0 aveQ=-16.41  loss=0.99
episode 1160: step=55  reward=-22.0 aveQ=-9.47   loss=0.98
episode 1161: step=68  reward=-53.0 aveQ=-25.26  loss=0.92
episode 1162: step=42  reward=-27.0 aveQ=-13.05  loss=0.89
episode 1163: step=55  reward=-23.0 aveQ=-9.52   loss=1.01
episode 1164: step=72  reward=-25.0 aveQ=-8.63   loss=0.92
episode 1165: step=42  reward=-15.0 aveQ=-9.27   loss=1.03
episode 1166: step=72  reward=-24.0 aveQ=-16.12  loss=0.97
episode 1167: step=110 reward=-57.0 aveQ=-21.56  loss=1.11
episode 1168: step=55  reward=-21.0 aveQ=-8.85   loss=1.16
episode 1169: step=68  reward=-21.0 aveQ=-17.68  loss=0.94
episode 1170: step=68  reward=-26.0 aveQ=-19.03  loss=0.94
episode 1171: step=89  reward=-27.0 aveQ=-14.48  loss=0.93
episode 1172: step=68  reward=-36.0 aveQ=-15.39  loss=0.97
episode 1173: step=55  reward=-18.0 aveQ=-11.37  loss=0.99
episode 1174: step=68  reward=-25.0 aveQ=-14.20  loss=0.94
episode 1175: step=89  reward=-30.0 aveQ=-11.66  loss=1.03
episode 1176: step=68  reward=-23.0 aveQ=-15.13  loss=1.00
episode 1177: step=72  reward=-33.0 aveQ=-21.64  loss=0.98
episode 1178: step=68  reward=-28.0 aveQ=-20.31  loss=1.04
episode 1179: step=55  reward=-21.0 aveQ=-9.56   loss=1.01
episode 1180: step=72  reward=-27.0 aveQ=-19.36  loss=1.04
episode 1181: step=68  reward=-36.0 aveQ=-12.46  loss=1.10
episode 1182: step=55  reward=-21.0 aveQ=-7.62   loss=1.02
episode 1183: step=68  reward=-21.0 aveQ=-9.13   loss=1.00
episode 1184: step=68  reward=-25.0 aveQ=-15.12  loss=0.96
episode 1185: step=55  reward=-34.0 aveQ=-15.51  loss=0.99
episode 1186: step=55  reward=-39.0 aveQ=-22.41  loss=0.94
episode 1187: step=42  reward=-13.0 aveQ=-7.24   loss=1.10
