total number of analysis:364378 
total number of analysis until best:315070 
top-scored iteration: 4320 

Microsoft Windows [Version 10.0.22000.613]
(c) Microsoft Corporation. All rights reserved.

C:\Users\dream\Documents\Research\RL_Construction\20220428>python Train.py
C:\Users\dream\anaconda3\lib\site-packages\torch\nn\init.py:388: UserWarning: Initializing zero-element tensors is a no-op
  warnings.warn("Initializing zero-element tensors is a no-op")
episode 2722: step=55  reward=-20.0 aveQ=-10.71  loss=0.37
episode 2723: step=89  reward=-52.0 aveQ=-31.60  loss=0.36
episode 2724: step=55  reward=-27.0 aveQ=-12.04  loss=0.42
episode 2725: step=89  reward=-34.0 aveQ=-20.47  loss=0.41
episode 2726: step=55  reward=-19.0 aveQ=-12.61  loss=0.32
episode 2727: step=110 reward=-37.0 aveQ=-19.15  loss=0.40
episode 2728: step=55  reward=-22.0 aveQ=-12.30  loss=0.39
episode 2729: step=68  reward=-28.0 aveQ=-14.19  loss=0.40
episode 2730: step=42  reward=-18.0 aveQ=-8.76   loss=0.45
episode 2731: step=72  reward=-27.0 aveQ=-15.19  loss=0.45
episode 2732: step=72  reward=-22.0 aveQ=-14.18  loss=0.38
episode 2733: step=68  reward=-22.0 aveQ=-13.53  loss=0.38
episode 2734: step=55  reward=-16.0 aveQ=-11.21  loss=0.43
episode 2735: step=72  reward=-22.0 aveQ=-14.15  loss=0.42
episode 2736: step=55  reward=-18.0 aveQ=-10.14  loss=0.47
episode 2737: step=72  reward=-24.0 aveQ=-14.76  loss=0.41
episode 2738: step=89  reward=-32.0 aveQ=-23.91  loss=0.40
episode 2739: step=68  reward=-20.0 aveQ=-12.57  loss=0.40
episode 2740: step=89  reward=-33.0 aveQ=-18.91  loss=0.43
episode 2741: step=55  reward=-20.0 aveQ=-13.52  loss=0.36
episode 2742: step=89  reward=-26.0 aveQ=-15.30  loss=0.40
episode 2743: step=89  reward=-28.0 aveQ=-20.00  loss=0.39
episode 2744: step=89  reward=-30.0 aveQ=-18.84  loss=0.36
episode 2745: step=68  reward=-24.0 aveQ=-13.97  loss=0.36
episode 2746: step=55  reward=-38.0 aveQ=-16.41  loss=0.47
episode 2747: step=68  reward=-35.0 aveQ=-18.03  loss=0.37
episode 2748: step=55  reward=-18.0 aveQ=-12.85  loss=0.39
episode 2749: step=55  reward=-17.0 aveQ=-10.69  loss=0.40
episode 2750: step=89  reward=-33.0 aveQ=-18.39  loss=0.41
episode 2751: step=55  reward=-32.0 aveQ=-15.20  loss=0.34
episode 2752: step=72  reward=-22.0 aveQ=-12.03  loss=0.52
episode 2753: step=110 reward=-38.0 aveQ=-19.16  loss=0.45
episode 2754: step=72  reward=-26.0 aveQ=-14.56  loss=0.37
episode 2755: step=42  reward=-18.0 aveQ=-13.10  loss=0.41
episode 2756: step=110 reward=-38.0 aveQ=-19.73  loss=0.39
episode 2757: step=89  reward=-28.0 aveQ=-15.17  loss=0.37
episode 2758: step=68  reward=-24.0 aveQ=-16.36  loss=0.36
episode 2759: step=42  reward=-13.0 aveQ=-8.44   loss=0.40
episode 2760: step=110 reward=-40.0 aveQ=-19.47  loss=0.38
episode 2761: step=89  reward=-48.0 aveQ=-22.30  loss=0.46
episode 2762: step=89  reward=-33.0 aveQ=-18.80  loss=0.38
episode 2763: step=68  reward=-26.0 aveQ=-14.93  loss=0.41
episode 2764: step=55  reward=-20.0 aveQ=-12.06  loss=0.35
episode 2765: step=68  reward=-27.0 aveQ=-11.72  loss=0.42
episode 2766: step=89  reward=-35.0 aveQ=-17.50  loss=0.38
episode 2767: step=89  reward=-35.0 aveQ=-18.71  loss=0.40
episode 2768: step=68  reward=-23.0 aveQ=-16.02  loss=0.40
episode 2769: step=89  reward=-31.0 aveQ=-22.54  loss=0.47
episode 2770: step=55  reward=-19.0 aveQ=-9.47   loss=0.44
episode 2771: step=42  reward=-13.0 aveQ=-7.74   loss=0.51
episode 2772: step=68  reward=-28.0 aveQ=-12.13  loss=0.44
episode 2773: step=72  reward=-24.0 aveQ=-16.16  loss=0.42
episode 2774: step=68  reward=-25.0 aveQ=-16.86  loss=0.49
episode 2775: step=55  reward=-19.0 aveQ=-10.34  loss=0.40
episode 2776: step=42  reward=-25.0 aveQ=-11.31  loss=0.41
episode 2777: step=68  reward=-23.0 aveQ=-13.75  loss=0.42
episode 2778: step=42  reward=-16.0 aveQ=-9.45   loss=0.39
episode 2779: step=68  reward=-25.0 aveQ=-12.84  loss=0.38
episode 2780: step=55  reward=-20.0 aveQ=-10.76  loss=0.41
episode 2781: step=89  reward=-26.0 aveQ=-14.15  loss=0.38
episode 2782: step=72  reward=-21.0 aveQ=-12.07  loss=0.33
episode 2783: step=55  reward=-24.0 aveQ=-15.85  loss=0.44
episode 2784: step=89  reward=-39.0 aveQ=-23.37  loss=0.39
episode 2785: step=68  reward=-42.0 aveQ=-20.83  loss=0.39
episode 2786: step=72  reward=-24.0 aveQ=-13.81  loss=0.39
episode 2787: step=42  reward=-17.0 aveQ=-9.08   loss=0.43
episode 2788: step=55  reward=-24.0 aveQ=-12.14  loss=0.38
episode 2789: step=72  reward=-24.0 aveQ=-11.58  loss=0.43
episode 2790: step=55  reward=-19.0 aveQ=-10.25  loss=0.42
episode 2791: step=72  reward=-29.0 aveQ=-11.32  loss=0.42
episode 2792: step=55  reward=-18.0 aveQ=-9.77   loss=0.35
episode 2793: step=55  reward=-33.0 aveQ=-20.57  loss=0.45
episode 2794: step=72  reward=-21.0 aveQ=-11.15  loss=0.41
episode 2795: step=72  reward=-24.0 aveQ=-16.87  loss=0.40
episode 2796: step=110 reward=-36.0 aveQ=-15.62  loss=0.35
episode 2797: step=72  reward=-26.0 aveQ=-11.44  loss=0.38
episode 2798: step=55  reward=-24.0 aveQ=-11.23  loss=0.40
episode 2799: step=110 reward=-42.0 aveQ=-20.97  loss=0.39
episode 2800: step=68  reward=-25.0 aveQ=-12.45  loss=0.40
episode 2801: step=55  reward=-37.0 aveQ=-22.12  loss=0.36
episode 2802: step=89  reward=-81.0 aveQ=-33.98  loss=0.43
episode 2803: step=110 reward=-34.0 aveQ=-13.02  loss=0.53
episode 2804: step=55  reward=-25.0 aveQ=-7.57   loss=0.47
episode 2805: step=72  reward=-23.0 aveQ=-10.08  loss=0.48
episode 2806: step=42  reward=-15.0 aveQ=-6.28   loss=0.48
episode 2807: step=89  reward=-41.0 aveQ=-16.23  loss=0.42
episode 2808: step=72  reward=-24.0 aveQ=-9.54   loss=0.48
episode 2809: step=110 reward=-36.0 aveQ=-24.03  loss=0.41
episode 2810: step=55  reward=-16.0 aveQ=-8.58   loss=0.45
episode 2811: step=110 reward=-41.0 aveQ=-22.05  loss=0.45
episode 2812: step=55  reward=-20.0 aveQ=-12.27  loss=0.46
episode 2813: step=42  reward=-18.0 aveQ=-9.77   loss=0.37
episode 2814: step=68  reward=-23.0 aveQ=-13.19  loss=0.40
episode 2815: step=55  reward=-19.0 aveQ=-12.48  loss=0.54
episode 2816: step=110 reward=-33.0 aveQ=-16.85  loss=0.49
episode 2817: step=89  reward=-32.0 aveQ=-20.07  loss=0.61
episode 2818: step=110 reward=-36.0 aveQ=-16.24  loss=0.54
episode 2819: step=68  reward=-23.0 aveQ=-12.60  loss=0.44
episode 2820: step=72  reward=-41.0 aveQ=-23.50  loss=0.51
episode 2821: step=89  reward=-34.0 aveQ=-17.35  loss=0.45
episode 2822: step=55  reward=-19.0 aveQ=-14.06  loss=0.48
episode 2823: step=89  reward=-28.0 aveQ=-18.83  loss=0.48
episode 2824: step=89  reward=-31.0 aveQ=-15.61  loss=0.42
episode 2825: step=55  reward=-21.0 aveQ=-13.10  loss=0.36
episode 2826: step=110 reward=-38.0 aveQ=-17.74  loss=0.44
episode 2827: step=89  reward=-27.0 aveQ=-15.55  loss=0.45
episode 2828: step=89  reward=-29.0 aveQ=-18.15  loss=0.32
episode 2829: step=89  reward=-30.0 aveQ=-18.90  loss=0.33
episode 2830: step=42  reward=-14.0 aveQ=-9.01   loss=0.39
episode 2831: step=55  reward=-17.0 aveQ=-10.98  loss=0.33
episode 2832: step=68  reward=-24.0 aveQ=-13.25  loss=0.46
episode 2833: step=89  reward=-32.0 aveQ=-20.89  loss=0.37
episode 2834: step=55  reward=-20.0 aveQ=-10.19  loss=0.32
episode 2835: step=72  reward=-51.0 aveQ=-23.32  loss=0.30
episode 2836: step=42  reward=-17.0 aveQ=-10.13  loss=0.30
episode 2837: step=68  reward=-35.0 aveQ=-16.38  loss=0.33
episode 2838: step=68  reward=-21.0 aveQ=-12.05  loss=0.32
episode 2839: step=72  reward=-25.0 aveQ=-14.04  loss=0.29
episode 2840: step=68  reward=-22.0 aveQ=-13.69  loss=0.31
episode 2841: step=72  reward=-26.0 aveQ=-15.91  loss=0.32
episode 2842: step=68  reward=-24.0 aveQ=-14.77  loss=0.40
episode 2843: step=110 reward=-39.0 aveQ=-22.32  loss=0.36
episode 2844: step=89  reward=-34.0 aveQ=-19.98  loss=0.32
episode 2845: step=42  reward=-14.0 aveQ=-8.55   loss=0.33
episode 2846: step=72  reward=-23.0 aveQ=-12.94  loss=0.35
episode 2847: step=72  reward=-22.0 aveQ=-16.49  loss=0.30
episode 2848: step=55  reward=-20.0 aveQ=-11.04  loss=0.27
episode 2849: step=68  reward=-23.0 aveQ=-13.15  loss=0.32
episode 2850: step=89  reward=-28.0 aveQ=-15.09  loss=0.33
episode 2851: step=42  reward=-13.0 aveQ=-8.21   loss=0.32
episode 2852: step=42  reward=-17.0 aveQ=-7.58   loss=0.32
episode 2853: step=68  reward=-23.0 aveQ=-13.34  loss=0.31
episode 2854: step=89  reward=-27.0 aveQ=-14.33  loss=0.35
episode 2855: step=110 reward=-35.0 aveQ=-18.88  loss=0.37
episode 2856: step=55  reward=-18.0 aveQ=-13.16  loss=0.33
episode 2857: step=72  reward=-24.0 aveQ=-14.90  loss=0.32
episode 2858: step=42  reward=-16.0 aveQ=-7.37   loss=0.34
episode 2859: step=68  reward=-23.0 aveQ=-14.13  loss=0.33
episode 2860: step=55  reward=-19.0 aveQ=-9.19   loss=0.31
episode 2861: step=110 reward=-50.0 aveQ=-18.10  loss=0.28
episode 2862: step=72  reward=-34.0 aveQ=-24.50  loss=0.31
episode 2863: step=110 reward=-40.0 aveQ=-18.50  loss=0.28
episode 2864: step=89  reward=-29.0 aveQ=-16.98  loss=0.31
episode 2865: step=55  reward=-25.0 aveQ=-21.23  loss=0.31
episode 2866: step=72  reward=-22.0 aveQ=-12.39  loss=0.29
episode 2867: step=72  reward=-22.0 aveQ=-14.63  loss=0.35
episode 2868: step=68  reward=-43.0 aveQ=-17.14  loss=0.35
episode 2869: step=42  reward=-13.0 aveQ=-6.72   loss=0.38
episode 2870: step=110 reward=-36.0 aveQ=-18.16  loss=0.33
episode 2871: step=89  reward=-28.0 aveQ=-14.67  loss=0.26
episode 2872: step=72  reward=-24.0 aveQ=-14.23  loss=0.33
episode 2873: step=72  reward=-29.0 aveQ=-13.09  loss=0.32
episode 2874: step=55  reward=-27.0 aveQ=-18.29  loss=0.35
episode 2875: step=55  reward=-18.0 aveQ=-10.01  loss=0.30
episode 2876: step=110 reward=-42.0 aveQ=-20.07  loss=0.32
episode 2877: step=110 reward=-57.0 aveQ=-22.83  loss=0.31
episode 2878: step=68  reward=-22.0 aveQ=-12.03  loss=0.29
episode 2879: step=55  reward=-25.0 aveQ=-10.83  loss=0.29
episode 2880: step=110 reward=-41.0 aveQ=-19.46  loss=0.31
episode 2881: step=55  reward=-21.0 aveQ=-11.27  loss=0.33
episode 2882: step=68  reward=-22.0 aveQ=-13.29  loss=0.32
episode 2883: step=89  reward=-31.0 aveQ=-16.99  loss=0.33
episode 2884: step=55  reward=-20.0 aveQ=-10.54  loss=0.31
episode 2885: step=110 reward=-35.0 aveQ=-19.86  loss=0.30
episode 2886: step=89  reward=-27.0 aveQ=-15.52  loss=0.32
episode 2887: step=42  reward=-14.0 aveQ=-9.99   loss=0.33
episode 2888: step=42  reward=-14.0 aveQ=-9.13   loss=0.23
episode 2889: step=55  reward=-20.0 aveQ=-11.84  loss=0.31
episode 2890: step=42  reward=-14.0 aveQ=-9.53   loss=0.26
episode 2891: step=110 reward=-33.0 aveQ=-20.45  loss=0.28
episode 2892: step=89  reward=-25.0 aveQ=-14.93  loss=0.29
episode 2893: step=72  reward=-24.0 aveQ=-13.42  loss=0.24
episode 2894: step=68  reward=-37.0 aveQ=-24.19  loss=0.26
episode 2895: step=68  reward=-26.0 aveQ=-12.70  loss=0.27
episode 2896: step=89  reward=-36.0 aveQ=-21.47  loss=0.33
episode 2897: step=68  reward=-38.0 aveQ=-16.87  loss=0.35
episode 2898: step=89  reward=-31.0 aveQ=-16.44  loss=0.31
episode 2899: step=89  reward=-28.0 aveQ=-18.67  loss=0.28
episode 2900: step=110 reward=-35.0 aveQ=-20.83  loss=0.29
episode 2901: step=89  reward=-30.0 aveQ=-17.46  loss=0.25
episode 2902: step=55  reward=-28.0 aveQ=-11.09  loss=0.32
episode 2903: step=55  reward=-26.0 aveQ=-11.32  loss=0.34
episode 2904: step=55  reward=-25.0 aveQ=-12.76  loss=0.32
episode 2905: step=89  reward=-27.0 aveQ=-16.25  loss=0.30
episode 2906: step=42  reward=-16.0 aveQ=-9.74   loss=0.35
episode 2907: step=110 reward=-38.0 aveQ=-21.89  loss=0.28
episode 2908: step=89  reward=-30.0 aveQ=-16.16  loss=0.32
episode 2909: step=110 reward=-63.0 aveQ=-24.93  loss=0.28
episode 2910: step=55  reward=-21.0 aveQ=-18.63  loss=0.31
episode 2911: step=55  reward=-23.0 aveQ=-14.49  loss=0.29
episode 2912: step=55  reward=-23.0 aveQ=-11.32  loss=0.31
episode 2913: step=68  reward=-21.0 aveQ=-11.30  loss=0.35
episode 2914: step=42  reward=-19.0 aveQ=-9.47   loss=0.31
episode 2915: step=89  reward=-28.0 aveQ=-17.42  loss=0.34
episode 2916: step=89  reward=-26.0 aveQ=-15.64  loss=0.33
episode 2917: step=42  reward=-15.0 aveQ=-9.07   loss=0.25
episode 2918: step=55  reward=-17.0 aveQ=-11.88  loss=0.29
episode 2919: step=89  reward=-28.0 aveQ=-18.68  loss=0.30
episode 2920: step=89  reward=-51.0 aveQ=-27.84  loss=0.30
episode 2921: step=110 reward=-39.0 aveQ=-22.84  loss=0.32
episode 2922: step=89  reward=-29.0 aveQ=-17.40  loss=0.30
episode 2923: step=68  reward=-25.0 aveQ=-18.22  loss=0.33
episode 2924: step=110 reward=-34.0 aveQ=-21.22  loss=0.30
episode 2925: step=55  reward=-19.0 aveQ=-13.25  loss=0.36
episode 2926: step=68  reward=-23.0 aveQ=-12.45  loss=0.29
episode 2927: step=55  reward=-23.0 aveQ=-13.48  loss=0.30
episode 2928: step=89  reward=-32.0 aveQ=-21.08  loss=0.32
episode 2929: step=72  reward=-22.0 aveQ=-12.85  loss=0.33
episode 2930: step=55  reward=-19.0 aveQ=-12.21  loss=0.29
episode 2931: step=55  reward=-18.0 aveQ=-11.95  loss=0.29
episode 2932: step=55  reward=-33.0 aveQ=-20.08  loss=0.32
episode 2933: step=55  reward=-19.0 aveQ=-10.78  loss=0.27
episode 2934: step=68  reward=-20.0 aveQ=-12.21  loss=0.32
episode 2935: step=55  reward=-17.0 aveQ=-13.60  loss=0.31
episode 2936: step=42  reward=-13.0 aveQ=-8.84   loss=0.30
episode 2937: step=89  reward=-29.0 aveQ=-18.24  loss=0.30
episode 2938: step=110 reward=-33.0 aveQ=-19.95  loss=0.28
episode 2939: step=89  reward=-38.0 aveQ=-18.58  loss=0.31
episode 2940: step=42  reward=-16.0 aveQ=-8.97   loss=0.29
episode 2941: step=89  reward=-35.0 aveQ=-22.92  loss=0.26
episode 2942: step=110 reward=-39.0 aveQ=-25.20  loss=0.25
episode 2943: step=55  reward=-22.0 aveQ=-15.72  loss=0.28
episode 2944: step=110 reward=-38.0 aveQ=-20.54  loss=0.27
episode 2945: step=42  reward=-16.0 aveQ=-11.35  loss=0.29
episode 2946: step=55  reward=-19.0 aveQ=-12.13  loss=0.26
episode 2947: step=42  reward=-14.0 aveQ=-8.60   loss=0.25
episode 2948: step=68  reward=-29.0 aveQ=-21.47  loss=0.23
episode 2949: step=68  reward=-21.0 aveQ=-14.77  loss=0.23
episode 2950: step=110 reward=-32.0 aveQ=-18.63  loss=0.25
episode 2951: step=42  reward=-21.0 aveQ=-11.11  loss=0.23
episode 2952: step=68  reward=-22.0 aveQ=-14.97  loss=0.27
episode 2953: step=89  reward=-27.0 aveQ=-15.83  loss=0.23
episode 2954: step=89  reward=-32.0 aveQ=-15.12  loss=0.24
episode 2955: step=68  reward=-24.0 aveQ=-16.66  loss=0.23
episode 2956: step=89  reward=-30.0 aveQ=-18.11  loss=0.25
episode 2957: step=55  reward=-18.0 aveQ=-10.54  loss=0.22
episode 2958: step=89  reward=-106.0 aveQ=-28.27  loss=0.26
episode 2959: step=89  reward=-27.0 aveQ=-14.93  loss=0.26
episode 2960: step=72  reward=-22.0 aveQ=-13.46  loss=0.32
episode 2961: step=42  reward=-13.0 aveQ=-7.81   loss=0.33
episode 2962: step=68  reward=-26.0 aveQ=-12.65  loss=0.35
episode 2963: step=68  reward=-23.0 aveQ=-14.20  loss=0.33
episode 2964: step=72  reward=-27.0 aveQ=-20.77  loss=0.40
episode 2965: step=110 reward=-36.0 aveQ=-18.26  loss=0.35
episode 2966: step=42  reward=-13.0 aveQ=-7.52   loss=0.51
episode 2967: step=55  reward=-20.0 aveQ=-12.55  loss=0.33
episode 2968: step=42  reward=-13.0 aveQ=-8.69   loss=0.45
episode 2969: step=55  reward=-18.0 aveQ=-11.80  loss=0.31
episode 2970: step=72  reward=-23.0 aveQ=-13.32  loss=0.36
episode 2971: step=68  reward=-22.0 aveQ=-14.93  loss=0.38
episode 2972: step=68  reward=-22.0 aveQ=-15.00  loss=0.34
episode 2973: step=89  reward=-28.0 aveQ=-14.42  loss=0.31
episode 2974: step=89  reward=-27.0 aveQ=-13.76  loss=0.33
episode 2975: step=55  reward=-17.0 aveQ=-10.15  loss=0.41
episode 2976: step=55  reward=-29.0 aveQ=-18.79  loss=0.34
episode 2977: step=72  reward=-22.0 aveQ=-13.39  loss=0.38
episode 2978: step=68  reward=-27.0 aveQ=-14.42  loss=0.34
episode 2979: step=89  reward=-28.0 aveQ=-14.94  loss=0.36
episode 2980: step=68  reward=-22.0 aveQ=-14.11  loss=0.36
episode 2981: step=42  reward=-14.0 aveQ=-9.24   loss=0.43
episode 2982: step=89  reward=-52.0 aveQ=-27.87  loss=0.35
episode 2983: step=55  reward=-18.0 aveQ=-12.32  loss=0.35
episode 2984: step=55  reward=-37.0 aveQ=-18.97  loss=0.31
episode 2985: step=42  reward=-17.0 aveQ=-9.64   loss=0.35
episode 2986: step=55  reward=-18.0 aveQ=-11.58  loss=0.31
episode 2987: step=68  reward=-23.0 aveQ=-13.99  loss=0.32
episode 2988: step=55  reward=-26.0 aveQ=-16.57  loss=0.36
episode 2989: step=72  reward=-23.0 aveQ=-15.40  loss=0.36
episode 2990: step=55  reward=-19.0 aveQ=-12.68  loss=0.37
episode 2991: step=89  reward=-32.0 aveQ=-19.92  loss=0.37
episode 2992: step=55  reward=-32.0 aveQ=-17.33  loss=0.36
episode 2993: step=68  reward=-23.0 aveQ=-11.54  loss=0.38
episode 2994: step=72  reward=-27.0 aveQ=-18.38  loss=0.42
episode 2995: step=72  reward=-26.0 aveQ=-13.27  loss=0.39
episode 2996: step=42  reward=-15.0 aveQ=-8.51   loss=0.40
episode 2997: step=68  reward=-22.0 aveQ=-11.24  loss=0.39
episode 2998: step=68  reward=-20.0 aveQ=-12.97  loss=0.39
episode 2999: step=89  reward=-28.0 aveQ=-16.59  loss=0.43
episode 3000: step=110 reward=-52.0 aveQ=-23.04  loss=0.39
episode 3001: step=89  reward=-28.0 aveQ=-17.06  loss=0.38
episode 3002: step=89  reward=-31.0 aveQ=-19.75  loss=0.38
episode 3003: step=89  reward=-39.0 aveQ=-20.07  loss=0.40
episode 3004: step=72  reward=-22.0 aveQ=-12.36  loss=0.38
episode 3005: step=55  reward=-19.0 aveQ=-10.66  loss=0.34
episode 3006: step=72  reward=-44.0 aveQ=-25.20  loss=0.42
episode 3007: step=110 reward=-44.0 aveQ=-17.97  loss=0.40
episode 3008: step=55  reward=-21.0 aveQ=-13.39  loss=0.40
episode 3009: step=110 reward=-38.0 aveQ=-22.06  loss=0.44
episode 3010: step=55  reward=-18.0 aveQ=-10.87  loss=0.46
episode 3011: step=89  reward=-29.0 aveQ=-15.25  loss=0.45
episode 3012: step=55  reward=-18.0 aveQ=-10.20  loss=0.50
episode 3013: step=89  reward=-33.0 aveQ=-14.90  loss=0.45
episode 3014: step=89  reward=-26.0 aveQ=-14.89  loss=0.45
episode 3015: step=68  reward=-21.0 aveQ=-13.49  loss=0.41
episode 3016: step=89  reward=-29.0 aveQ=-19.43  loss=0.43
episode 3017: step=55  reward=-18.0 aveQ=-10.32  loss=0.47
episode 3018: step=55  reward=-31.0 aveQ=-14.03  loss=0.46
episode 3019: step=110 reward=-37.0 aveQ=-21.60  loss=0.39
episode 3020: step=68  reward=-23.0 aveQ=-15.85  loss=0.39
episode 3021: step=89  reward=-28.0 aveQ=-16.26  loss=0.45
episode 3022: step=89  reward=-28.0 aveQ=-16.09  loss=0.40
episode 3023: step=55  reward=-23.0 aveQ=-13.49  loss=0.43
episode 3024: step=68  reward=-21.0 aveQ=-10.63  loss=0.44
episode 3025: step=68  reward=-23.0 aveQ=-13.56  loss=0.40
episode 3026: step=55  reward=-21.0 aveQ=-12.57  loss=0.47
episode 3027: step=55  reward=-20.0 aveQ=-11.55  loss=0.40
episode 3028: step=68  reward=-30.0 aveQ=-13.33  loss=0.38
episode 3029: step=68  reward=-25.0 aveQ=-13.08  loss=0.35
episode 3030: step=72  reward=-26.0 aveQ=-11.84  loss=0.34
episode 3031: step=72  reward=-25.0 aveQ=-13.80  loss=0.32
episode 3032: step=55  reward=-17.0 aveQ=-10.44  loss=0.39
episode 3033: step=68  reward=-33.0 aveQ=-16.05  loss=0.39
episode 3034: step=42  reward=-15.0 aveQ=-8.15   loss=0.40
episode 3035: step=55  reward=-19.0 aveQ=-11.40  loss=0.37
episode 3036: step=55  reward=-23.0 aveQ=-9.28   loss=0.39
episode 3037: step=89  reward=-27.0 aveQ=-15.44  loss=0.36
episode 3038: step=72  reward=-38.0 aveQ=-20.37  loss=0.33
episode 3039: step=89  reward=-34.0 aveQ=-23.05  loss=0.35
episode 3040: step=55  reward=-18.0 aveQ=-11.35  loss=0.40
episode 3041: step=55  reward=-16.0 aveQ=-8.28   loss=0.43
episode 3042: step=68  reward=-20.0 aveQ=-9.79   loss=0.38
episode 3043: step=68  reward=-46.0 aveQ=-21.74  loss=0.33
episode 3044: step=89  reward=-26.0 aveQ=-13.21  loss=0.41
episode 3045: step=55  reward=-33.0 aveQ=-15.46  loss=0.40
episode 3046: step=89  reward=-27.0 aveQ=-16.49  loss=0.36
episode 3047: step=42  reward=-19.0 aveQ=-9.77   loss=0.32
episode 3048: step=42  reward=-13.0 aveQ=-8.51   loss=0.33
episode 3049: step=68  reward=-23.0 aveQ=-14.38  loss=0.32
episode 3050: step=68  reward=-21.0 aveQ=-11.68  loss=0.36
episode 3051: step=68  reward=-23.0 aveQ=-14.43  loss=0.33
episode 3052: step=72  reward=-32.0 aveQ=-16.78  loss=0.49
episode 3053: step=89  reward=-35.0 aveQ=-19.73  loss=0.30
episode 3054: step=110 reward=-38.0 aveQ=-16.16  loss=0.34
episode 3055: step=68  reward=-30.0 aveQ=-14.17  loss=0.36
episode 3056: step=72  reward=-23.0 aveQ=-13.83  loss=0.48
episode 3057: step=68  reward=-22.0 aveQ=-13.71  loss=0.40
episode 3058: step=42  reward=-14.0 aveQ=-8.23   loss=0.44
episode 3059: step=89  reward=-31.0 aveQ=-14.51  loss=0.37
episode 3060: step=89  reward=-29.0 aveQ=-15.10  loss=0.38
episode 3061: step=72  reward=-25.0 aveQ=-13.99  loss=0.41
episode 3062: step=110 reward=-40.0 aveQ=-21.19  loss=0.46
episode 3063: step=42  reward=-18.0 aveQ=-12.75  loss=0.33
episode 3064: step=89  reward=-26.0 aveQ=-14.61  loss=0.40
episode 3065: step=68  reward=-22.0 aveQ=-12.48  loss=0.38
episode 3066: step=68  reward=-44.0 aveQ=-25.42  loss=0.44
episode 3067: step=110 reward=-34.0 aveQ=-21.43  loss=0.44
episode 3068: step=110 reward=-43.0 aveQ=-16.50  loss=0.43
episode 3069: step=89  reward=-26.0 aveQ=-14.91  loss=0.42
episode 3070: step=89  reward=-38.0 aveQ=-19.60  loss=0.41
episode 3071: step=89  reward=-32.0 aveQ=-19.89  loss=0.34
episode 3072: step=89  reward=-29.0 aveQ=-16.14  loss=0.35
episode 3073: step=68  reward=-21.0 aveQ=-11.90  loss=0.35
episode 3074: step=89  reward=-31.0 aveQ=-16.15  loss=0.39
episode 3075: step=55  reward=-20.0 aveQ=-14.14  loss=0.40
episode 3076: step=110 reward=-44.0 aveQ=-20.08  loss=0.33
episode 3077: step=72  reward=-30.0 aveQ=-17.26  loss=0.33
episode 3078: step=89  reward=-34.0 aveQ=-15.21  loss=0.34
episode 3079: step=89  reward=-28.0 aveQ=-14.22  loss=0.35
episode 3080: step=68  reward=-26.0 aveQ=-14.82  loss=0.36
episode 3081: step=68  reward=-25.0 aveQ=-15.22  loss=0.39
episode 3082: step=55  reward=-23.0 aveQ=-11.02  loss=0.47
episode 3083: step=68  reward=-23.0 aveQ=-12.31  loss=0.45
episode 3084: step=68  reward=-21.0 aveQ=-12.80  loss=0.46
episode 3085: step=68  reward=-24.0 aveQ=-11.10  loss=0.42
episode 3086: step=55  reward=-17.0 aveQ=-9.19   loss=0.40
episode 3087: step=42  reward=-14.0 aveQ=-7.38   loss=0.40
episode 3088: step=72  reward=-24.0 aveQ=-14.71  loss=0.39
episode 3089: step=72  reward=-21.0 aveQ=-12.19  loss=0.46
episode 3090: step=55  reward=-18.0 aveQ=-9.42   loss=0.43
episode 3091: step=89  reward=-27.0 aveQ=-14.61  loss=0.45
episode 3092: step=68  reward=-21.0 aveQ=-12.12  loss=0.43
episode 3093: step=72  reward=-28.0 aveQ=-14.74  loss=0.39
episode 3094: step=42  reward=-13.0 aveQ=-7.71   loss=0.42
episode 3095: step=68  reward=-27.0 aveQ=-14.20  loss=0.46
episode 3096: step=72  reward=-24.0 aveQ=-14.67  loss=0.41
episode 3097: step=68  reward=-22.0 aveQ=-13.41  loss=0.38
episode 3098: step=68  reward=-21.0 aveQ=-14.21  loss=0.36
episode 3099: step=72  reward=-28.0 aveQ=-16.94  loss=0.33
episode 3100: step=72  reward=-24.0 aveQ=-11.27  loss=0.32
episode 3101: step=42  reward=-16.0 aveQ=-12.37  loss=0.32
episode 3102: step=68  reward=-24.0 aveQ=-14.82  loss=0.30
episode 3103: step=55  reward=-22.0 aveQ=-9.35   loss=0.27
episode 3104: step=89  reward=-28.0 aveQ=-16.55  loss=0.29
episode 3105: step=110 reward=-34.0 aveQ=-21.88  loss=0.30
episode 3106: step=89  reward=-30.0 aveQ=-13.22  loss=0.30
episode 3107: step=55  reward=-18.0 aveQ=-12.76  loss=0.27
episode 3108: step=110 reward=-31.0 aveQ=-15.77  loss=0.24
episode 3109: step=72  reward=-28.0 aveQ=-15.58  loss=0.25
episode 3110: step=42  reward=-14.0 aveQ=-8.64   loss=0.24
episode 3111: step=89  reward=-35.0 aveQ=-17.82  loss=0.28
episode 3112: step=68  reward=-24.0 aveQ=-11.98  loss=0.28
episode 3113: step=68  reward=-22.0 aveQ=-14.57  loss=0.26
episode 3114: step=89  reward=-27.0 aveQ=-14.07  loss=0.26
episode 3115: step=89  reward=-42.0 aveQ=-19.14  loss=0.24
