total number of analysis:290344 
total number of analysis until best:201332 
top-scored iteration: 3470 

Microsoft Windows [Version 10.0.22000.613]
(c) Microsoft Corporation. All rights reserved.

C:\Users\dream\Documents\Research\RL_Construction\20220428>python Train.py
C:\Users\dream\anaconda3\lib\site-packages\torch\nn\init.py:388: UserWarning: Initializing zero-element tensors is a no-op
  warnings.warn("Initializing zero-element tensors is a no-op")
episode 2145: step=50  reward=-76.0 aveQ=-40.25  loss=7.46
episode 2146: step=20  reward=-23.0 aveQ=-10.26  loss=6.32
episode 2147: step=28  reward=-21.0 aveQ=-14.99  loss=7.46
episode 2148: step=64  reward=-113.0 aveQ=-45.38  loss=8.06
episode 2149: step=42  reward=-53.0 aveQ=-31.24  loss=7.52
episode 2150: step=64  reward=-69.0 aveQ=-30.51  loss=8.22
episode 2151: step=49  reward=-58.0 aveQ=-35.02  loss=8.65
episode 2152: step=48  reward=-96.0 aveQ=-28.18  loss=7.29
episode 2153: step=35  reward=-50.0 aveQ=-25.49  loss=9.62
episode 2154: step=96  reward=-109.0 aveQ=-59.48  loss=8.30
episode 2155: step=96  reward=-136.0 aveQ=-51.99  loss=9.45
episode 2156: step=50  reward=-70.0 aveQ=-39.94  loss=9.93
episode 2157: step=24  reward=-32.0 aveQ=-16.24  loss=8.20
episode 2158: step=60  reward=-123.0 aveQ=-62.03  loss=8.06
episode 2159: step=35  reward=-41.0 aveQ=-27.75  loss=6.86
episode 2160: step=96  reward=-142.0 aveQ=-48.76  loss=8.31
episode 2161: step=42  reward=-54.0 aveQ=-30.84  loss=8.13
episode 2162: step=60  reward=-84.0 aveQ=-48.56  loss=7.76
episode 2163: step=20  reward=-27.0 aveQ=-12.44  loss=7.92
episode 2164: step=49  reward=-87.0 aveQ=-40.75  loss=8.06
episode 2165: step=96  reward=-126.0 aveQ=-55.46  loss=7.59
episode 2166: step=60  reward=-86.0 aveQ=-51.84  loss=7.12
episode 2167: step=24  reward=-28.0 aveQ=-14.28  loss=8.08
episode 2168: step=48  reward=-35.0 aveQ=-14.17  loss=9.31
episode 2169: step=50  reward=-96.0 aveQ=-41.27  loss=8.07
episode 2170: step=70  reward=-210.0 aveQ=-74.72  loss=7.31
episode 2171: step=24  reward=-30.0 aveQ=-13.75  loss=8.89
episode 2172: step=32  reward=-21.0 aveQ=-6.48   loss=10.06
episode 2173: step=64  reward=-53.0 aveQ=-30.94  loss=8.24
episode 2174: step=49  reward=-75.0 aveQ=-40.61  loss=10.13
episode 2175: step=28  reward=-30.0 aveQ=-18.79  loss=9.09
episode 2176: step=50  reward=-73.0 aveQ=-44.35  loss=9.26
episode 2177: step=42  reward=-78.0 aveQ=-35.46  loss=8.26
episode 2178: step=64  reward=-71.0 aveQ=-33.22  loss=8.49
episode 2179: step=50  reward=-68.0 aveQ=-43.96  loss=8.46
episode 2180: step=64  reward=-59.0 aveQ=-31.10  loss=9.69
episode 2181: step=48  reward=-61.0 aveQ=-28.78  loss=10.15
episode 2182: step=49  reward=-86.0 aveQ=-51.90  loss=8.03
episode 2183: step=128 reward=-169.0 aveQ=-97.53  loss=9.50
episode 2184: step=72  reward=-60.0 aveQ=-44.96  loss=9.89
episode 2185: step=35  reward=-59.0 aveQ=-33.46  loss=7.30
episode 2186: step=49  reward=-56.0 aveQ=-40.92  loss=8.89
episode 2187: step=50  reward=-68.0 aveQ=-46.07  loss=8.47
episode 2188: step=50  reward=-81.0 aveQ=-45.91  loss=9.61
episode 2189: step=28  reward=-29.0 aveQ=-19.29  loss=7.86
episode 2190: step=20  reward=-18.0 aveQ=-13.11  loss=7.03
episode 2191: step=42  reward=-54.0 aveQ=-39.07  loss=7.91
episode 2192: step=50  reward=-79.0 aveQ=-47.01  loss=8.08
episode 2193: step=72  reward=-76.0 aveQ=-40.32  loss=8.37
episode 2194: step=32  reward=-19.0 aveQ=-10.01  loss=6.94
episode 2195: step=48  reward=-109.0 aveQ=-33.46  loss=7.18
episode 2196: step=20  reward=-23.0 aveQ=-11.91  loss=6.88
episode 2197: step=128 reward=-184.0 aveQ=-107.45 loss=8.24
episode 2198: step=72  reward=-143.0 aveQ=-42.75  loss=9.16
episode 2199: step=49  reward=-104.0 aveQ=-41.42  loss=8.83
episode 2200: step=128 reward=-189.0 aveQ=-73.94  loss=7.50
episode 2201: step=35  reward=-50.0 aveQ=-26.41  loss=7.21
episode 2202: step=24  reward=-31.0 aveQ=-13.53  loss=7.86
episode 2203: step=128 reward=-170.0 aveQ=-101.26 loss=8.57
episode 2204: step=64  reward=-47.0 aveQ=-35.47  loss=7.36
episode 2205: step=28  reward=-29.0 aveQ=-19.02  loss=7.86
episode 2206: step=20  reward=-18.0 aveQ=-11.11  loss=7.28
episode 2207: step=128 reward=-150.0 aveQ=-80.70  loss=6.92
episode 2208: step=35  reward=-51.0 aveQ=-26.19  loss=7.28
episode 2209: step=24  reward=-39.0 aveQ=-17.87  loss=5.74
episode 2210: step=50  reward=-68.0 aveQ=-41.31  loss=7.27
episode 2211: step=48  reward=-36.0 aveQ=-17.73  loss=7.30
episode 2212: step=49  reward=-68.0 aveQ=-43.77  loss=9.42
episode 2213: step=42  reward=-79.0 aveQ=-38.41  loss=7.65
episode 2214: step=70  reward=-182.0 aveQ=-80.62  loss=8.41
episode 2215: step=49  reward=-56.0 aveQ=-41.93  loss=8.59
episode 2216: step=96  reward=-86.0 aveQ=-55.03  loss=9.31
episode 2217: step=64  reward=-50.0 aveQ=-38.95  loss=8.29
episode 2218: step=96  reward=-102.0 aveQ=-58.72  loss=8.34
episode 2219: step=32  reward=-47.0 aveQ=-12.81  loss=8.98
episode 2220: step=49  reward=-83.0 aveQ=-42.95  loss=6.87
episode 2221: step=20  reward=-25.0 aveQ=-12.03  loss=7.02
episode 2222: step=35  reward=-45.0 aveQ=-27.02  loss=7.13
episode 2223: step=70  reward=-195.0 aveQ=-75.78  loss=7.98
episode 2224: step=28  reward=-30.0 aveQ=-17.06  loss=9.31
episode 2225: step=48  reward=-87.0 aveQ=-23.09  loss=6.98
episode 2226: step=28  reward=-24.0 aveQ=-18.66  loss=6.66
episode 2227: step=35  reward=-54.0 aveQ=-31.03  loss=8.34
episode 2228: step=28  reward=-27.0 aveQ=-18.72  loss=7.81
episode 2229: step=70  reward=-107.0 aveQ=-66.51  loss=8.12
episode 2230: step=24  reward=-34.0 aveQ=-18.73  loss=6.84
episode 2231: step=49  reward=-61.0 aveQ=-41.72  loss=8.43
episode 2232: step=128 reward=-203.0 aveQ=-92.63  loss=7.05
episode 2233: step=60  reward=-101.0 aveQ=-54.47  loss=8.80
episode 2234: step=64  reward=-53.0 aveQ=-30.62  loss=7.94
episode 2235: step=35  reward=-67.0 aveQ=-34.19  loss=8.21
episode 2236: step=35  reward=-48.0 aveQ=-25.50  loss=7.48
episode 2237: step=48  reward=-77.0 aveQ=-31.93  loss=7.18
episode 2238: step=24  reward=-24.0 aveQ=-14.96  loss=8.80
episode 2239: step=64  reward=-60.0 aveQ=-41.98  loss=7.17
episode 2240: step=60  reward=-95.0 aveQ=-55.57  loss=6.41
episode 2241: step=28  reward=-20.0 aveQ=-17.29  loss=6.41
episode 2242: step=48  reward=-42.0 aveQ=-21.13  loss=6.39
episode 2243: step=64  reward=-86.0 aveQ=-42.12  loss=7.11
episode 2244: step=48  reward=-38.0 aveQ=-21.72  loss=9.20
episode 2245: step=64  reward=-99.0 aveQ=-45.61  loss=6.87
episode 2246: step=96  reward=-75.0 aveQ=-55.56  loss=7.84
episode 2247: step=60  reward=-81.0 aveQ=-52.63  loss=8.47
episode 2248: step=70  reward=-149.0 aveQ=-71.88  loss=8.12
episode 2249: step=96  reward=-137.0 aveQ=-65.33  loss=6.90
episode 2250: step=50  reward=-78.0 aveQ=-46.26  loss=7.24
episode 2251: step=60  reward=-121.0 aveQ=-62.02  loss=8.72
episode 2252: step=42  reward=-57.0 aveQ=-32.97  loss=7.87
episode 2253: step=50  reward=-71.0 aveQ=-43.64  loss=6.86
episode 2254: step=96  reward=-114.0 aveQ=-60.88  loss=7.45
episode 2255: step=128 reward=-155.0 aveQ=-97.52  loss=7.45
episode 2256: step=50  reward=-73.0 aveQ=-42.91  loss=6.94
episode 2257: step=48  reward=-52.0 aveQ=-24.41  loss=6.71
episode 2258: step=96  reward=-119.0 aveQ=-68.16  loss=7.00
episode 2259: step=24  reward=-26.0 aveQ=-14.63  loss=6.03
episode 2260: step=28  reward=-24.0 aveQ=-18.33  loss=7.47
episode 2261: step=20  reward=-19.0 aveQ=-11.42  loss=6.94
episode 2262: step=70  reward=-115.0 aveQ=-63.56  loss=7.86
episode 2263: step=32  reward=-18.0 aveQ=-8.69   loss=7.62
episode 2264: step=49  reward=-64.0 aveQ=-39.62  loss=6.84
episode 2265: step=72  reward=-92.0 aveQ=-43.30  loss=6.54
episode 2266: step=48  reward=-36.0 aveQ=-24.41  loss=7.28
episode 2267: step=48  reward=-53.0 aveQ=-30.60  loss=7.25
episode 2268: step=96  reward=-144.0 aveQ=-64.56  loss=6.23
episode 2269: step=49  reward=-63.0 aveQ=-36.81  loss=6.84
episode 2270: step=128 reward=-157.0 aveQ=-75.13  loss=6.76
episode 2271: step=70  reward=-127.0 aveQ=-68.92  loss=6.69
episode 2272: step=42  reward=-71.0 aveQ=-37.77  loss=6.95
episode 2273: step=64  reward=-122.0 aveQ=-55.68  loss=9.32
episode 2274: step=24  reward=-26.0 aveQ=-16.11  loss=6.31
episode 2275: step=60  reward=-111.0 aveQ=-59.74  loss=9.55
episode 2276: step=128 reward=-205.0 aveQ=-110.95 loss=5.97
episode 2277: step=70  reward=-107.0 aveQ=-65.35  loss=5.90
episode 2278: step=128 reward=-216.0 aveQ=-108.57 loss=6.08
episode 2279: step=24  reward=-26.0 aveQ=-16.83  loss=7.80
episode 2280: step=70  reward=-164.0 aveQ=-72.82  loss=6.63
episode 2281: step=96  reward=-177.0 aveQ=-87.24  loss=7.15
episode 2282: step=72  reward=-91.0 aveQ=-51.19  loss=6.23
episode 2283: step=72  reward=-80.0 aveQ=-50.25  loss=6.61
episode 2284: step=72  reward=-96.0 aveQ=-48.30  loss=6.87
episode 2285: step=24  reward=-27.0 aveQ=-15.59  loss=6.99
episode 2286: step=28  reward=-26.0 aveQ=-17.35  loss=6.56
episode 2287: step=96  reward=-144.0 aveQ=-83.59  loss=5.79
episode 2288: step=50  reward=-93.0 aveQ=-54.69  loss=6.36
episode 2289: step=32  reward=-19.0 aveQ=-12.61  loss=5.93
episode 2290: step=28  reward=-36.0 aveQ=-18.86  loss=6.23
episode 2291: step=64  reward=-68.0 aveQ=-45.36  loss=6.91
episode 2292: step=48  reward=-59.0 aveQ=-32.83  loss=7.34
episode 2293: step=49  reward=-75.0 aveQ=-39.25  loss=5.95
episode 2294: step=64  reward=-71.0 aveQ=-42.49  loss=6.91
episode 2295: step=64  reward=-107.0 aveQ=-62.89  loss=7.01
episode 2296: step=48  reward=-32.0 aveQ=-23.24  loss=10.57
episode 2297: step=48  reward=-41.0 aveQ=-23.84  loss=10.21
episode 2298: step=64  reward=-98.0 aveQ=-47.45  loss=6.62
episode 2299: step=50  reward=-68.0 aveQ=-45.54  loss=6.88
episode 2300: step=28  reward=-33.0 aveQ=-22.49  loss=6.12
episode 2301: step=48  reward=-34.0 aveQ=-28.77  loss=6.58
episode 2302: step=48  reward=-56.0 aveQ=-29.89  loss=6.42
episode 2303: step=70  reward=-144.0 aveQ=-70.91  loss=6.86
episode 2304: step=50  reward=-100.0 aveQ=-51.89  loss=7.17
episode 2305: step=48  reward=-51.0 aveQ=-33.78  loss=7.69
episode 2306: step=24  reward=-22.0 aveQ=-15.87  loss=7.56
episode 2307: step=32  reward=-31.0 aveQ=-12.03  loss=7.33
episode 2308: step=24  reward=-41.0 aveQ=-23.25  loss=8.14
episode 2309: step=28  reward=-37.0 aveQ=-21.65  loss=7.77
episode 2310: step=49  reward=-67.0 aveQ=-41.00  loss=7.03
episode 2311: step=128 reward=-144.0 aveQ=-107.56 loss=7.70
episode 2312: step=70  reward=-111.0 aveQ=-66.73  loss=6.85
episode 2313: step=48  reward=-46.0 aveQ=-22.92  loss=6.64
episode 2314: step=96  reward=-169.0 aveQ=-84.16  loss=6.20
episode 2315: step=32  reward=-26.0 aveQ=-11.97  loss=6.57
episode 2316: step=32  reward=-40.0 aveQ=-16.93  loss=7.10
episode 2317: step=35  reward=-45.0 aveQ=-27.63  loss=7.21
episode 2318: step=64  reward=-97.0 aveQ=-59.93  loss=6.02
episode 2319: step=96  reward=-128.0 aveQ=-81.39  loss=7.08
episode 2320: step=32  reward=-19.0 aveQ=-8.35   loss=6.85
episode 2321: step=24  reward=-27.0 aveQ=-14.53  loss=5.81
episode 2322: step=32  reward=-22.0 aveQ=-8.17   loss=6.76
episode 2323: step=49  reward=-71.0 aveQ=-41.49  loss=6.07
episode 2324: step=48  reward=-35.0 aveQ=-17.55  loss=7.70
episode 2325: step=96  reward=-220.0 aveQ=-101.43 loss=6.37
episode 2326: step=60  reward=-132.0 aveQ=-64.99  loss=6.26
episode 2327: step=49  reward=-64.0 aveQ=-39.00  loss=6.33
episode 2328: step=96  reward=-119.0 aveQ=-78.44  loss=7.49
episode 2329: step=72  reward=-93.0 aveQ=-46.12  loss=6.81
episode 2330: step=48  reward=-38.0 aveQ=-17.18  loss=6.90
episode 2331: step=42  reward=-51.0 aveQ=-29.99  loss=9.08
episode 2332: step=20  reward=-35.0 aveQ=-15.77  loss=5.94
episode 2333: step=32  reward=-29.0 aveQ=-10.65  loss=6.31
episode 2334: step=128 reward=-181.0 aveQ=-82.50  loss=7.02
episode 2335: step=48  reward=-43.0 aveQ=-19.40  loss=6.75
episode 2336: step=35  reward=-49.0 aveQ=-25.49  loss=7.20
episode 2337: step=20  reward=-20.0 aveQ=-12.56  loss=9.28
episode 2338: step=28  reward=-26.0 aveQ=-18.65  loss=8.82
episode 2339: step=49  reward=-80.0 aveQ=-44.90  loss=8.53
episode 2340: step=24  reward=-21.0 aveQ=-14.83  loss=7.53
episode 2341: step=35  reward=-58.0 aveQ=-32.12  loss=7.30
episode 2342: step=32  reward=-26.0 aveQ=-10.24  loss=6.70
episode 2343: step=64  reward=-86.0 aveQ=-32.47  loss=6.25
episode 2344: step=96  reward=-100.0 aveQ=-70.78  loss=6.38
episode 2345: step=70  reward=-113.0 aveQ=-62.39  loss=7.23
episode 2346: step=96  reward=-175.0 aveQ=-85.10  loss=6.60
episode 2347: step=32  reward=-42.0 aveQ=-17.95  loss=7.12
episode 2348: step=20  reward=-20.0 aveQ=-11.74  loss=7.00
episode 2349: step=72  reward=-50.0 aveQ=-33.30  loss=7.14
episode 2350: step=49  reward=-78.0 aveQ=-40.71  loss=5.98
episode 2351: step=32  reward=-25.0 aveQ=-7.26   loss=6.76
episode 2352: step=96  reward=-78.0 aveQ=-59.28  loss=6.86
episode 2353: step=64  reward=-49.0 aveQ=-32.45  loss=6.85
episode 2354: step=70  reward=-124.0 aveQ=-63.10  loss=6.90
episode 2355: step=42  reward=-64.0 aveQ=-38.21  loss=7.16
episode 2356: step=35  reward=-50.0 aveQ=-25.67  loss=7.00
episode 2357: step=35  reward=-44.0 aveQ=-29.35  loss=7.62
episode 2358: step=64  reward=-75.0 aveQ=-32.14  loss=7.30
episode 2359: step=64  reward=-85.0 aveQ=-40.95  loss=6.59
episode 2360: step=96  reward=-94.0 aveQ=-69.17  loss=6.66
episode 2361: step=24  reward=-28.0 aveQ=-17.60  loss=5.53
episode 2362: step=24  reward=-24.0 aveQ=-14.30  loss=5.99
episode 2363: step=128 reward=-173.0 aveQ=-103.20 loss=6.78
episode 2364: step=49  reward=-91.0 aveQ=-47.51  loss=6.28
episode 2365: step=48  reward=-38.0 aveQ=-23.00  loss=6.31
episode 2366: step=64  reward=-74.0 aveQ=-38.15  loss=7.72
episode 2367: step=72  reward=-68.0 aveQ=-32.99  loss=8.02
episode 2368: step=96  reward=-147.0 aveQ=-86.44  loss=8.40
episode 2369: step=35  reward=-55.0 aveQ=-26.57  loss=6.17
episode 2370: step=28  reward=-26.0 aveQ=-17.58  loss=6.68
episode 2371: step=70  reward=-155.0 aveQ=-73.48  loss=5.72
episode 2372: step=72  reward=-71.0 aveQ=-38.11  loss=7.41
episode 2373: step=128 reward=-130.0 aveQ=-86.63  loss=7.14
episode 2374: step=50  reward=-94.0 aveQ=-47.65  loss=5.88
episode 2375: step=64  reward=-69.0 aveQ=-34.38  loss=6.02
episode 2376: step=49  reward=-64.0 aveQ=-38.88  loss=7.29
episode 2377: step=48  reward=-52.0 aveQ=-25.40  loss=7.00
episode 2378: step=35  reward=-99.0 aveQ=-36.57  loss=7.10
episode 2379: step=20  reward=-22.0 aveQ=-10.83  loss=5.87
episode 2380: step=48  reward=-51.0 aveQ=-21.69  loss=6.13
episode 2381: step=35  reward=-53.0 aveQ=-31.81  loss=5.14
episode 2382: step=48  reward=-29.0 aveQ=-14.92  loss=6.01
episode 2383: step=60  reward=-116.0 aveQ=-57.01  loss=6.03
episode 2384: step=64  reward=-72.0 aveQ=-42.50  loss=5.40
episode 2385: step=50  reward=-69.0 aveQ=-44.29  loss=6.11
episode 2386: step=70  reward=-151.0 aveQ=-75.04  loss=6.70
episode 2387: step=32  reward=-31.0 aveQ=-7.17   loss=7.22
episode 2388: step=20  reward=-22.0 aveQ=-11.73  loss=5.84
episode 2389: step=60  reward=-98.0 aveQ=-55.53  loss=6.56
episode 2390: step=96  reward=-82.0 aveQ=-56.38  loss=6.18
episode 2391: step=64  reward=-59.0 aveQ=-32.95  loss=6.73
episode 2392: step=50  reward=-77.0 aveQ=-46.19  loss=7.40
episode 2393: step=96  reward=-181.0 aveQ=-91.12  loss=6.95
episode 2394: step=48  reward=-48.0 aveQ=-16.31  loss=6.62
episode 2395: step=60  reward=-129.0 aveQ=-64.81  loss=6.38
episode 2396: step=60  reward=-95.0 aveQ=-56.03  loss=6.12
episode 2397: step=48  reward=-42.0 aveQ=-18.75  loss=5.48
episode 2398: step=20  reward=-30.0 aveQ=-14.71  loss=5.23
episode 2399: step=35  reward=-68.0 aveQ=-26.06  loss=7.69
episode 2400: step=28  reward=-29.0 aveQ=-16.40  loss=7.69
episode 2401: step=48  reward=-45.0 aveQ=-21.38  loss=8.81
episode 2402: step=49  reward=-98.0 aveQ=-43.22  loss=6.48
episode 2403: step=64  reward=-108.0 aveQ=-60.79  loss=7.88
episode 2404: step=64  reward=-94.0 aveQ=-37.48  loss=7.84
episode 2405: step=49  reward=-90.0 aveQ=-48.70  loss=7.18
episode 2406: step=28  reward=-21.0 aveQ=-17.21  loss=6.64
episode 2407: step=96  reward=-118.0 aveQ=-70.55  loss=7.29
episode 2408: step=24  reward=-28.0 aveQ=-16.27  loss=9.10
episode 2409: step=48  reward=-28.0 aveQ=-16.32  loss=6.86
episode 2410: step=48  reward=-34.0 aveQ=-21.32  loss=7.28
episode 2411: step=128 reward=-125.0 aveQ=-98.59  loss=7.13
episode 2412: step=48  reward=-41.0 aveQ=-24.37  loss=7.49
episode 2413: step=64  reward=-99.0 aveQ=-58.32  loss=6.53
episode 2414: step=64  reward=-74.0 aveQ=-37.70  loss=6.18
episode 2415: step=42  reward=-82.0 aveQ=-36.84  loss=5.97
episode 2416: step=64  reward=-109.0 aveQ=-34.45  loss=6.52
episode 2417: step=48  reward=-47.0 aveQ=-21.95  loss=7.11
episode 2418: step=64  reward=-51.0 aveQ=-39.59  loss=6.95
episode 2419: step=64  reward=-111.0 aveQ=-61.70  loss=6.80
episode 2420: step=60  reward=-142.0 aveQ=-60.85  loss=7.14
episode 2421: step=64  reward=-86.0 aveQ=-40.22  loss=6.63
episode 2422: step=32  reward=-20.0 aveQ=-7.35   loss=7.05
episode 2423: step=28  reward=-35.0 aveQ=-18.22  loss=6.81
episode 2424: step=20  reward=-21.0 aveQ=-12.07  loss=6.92
episode 2425: step=48  reward=-43.0 aveQ=-19.05  loss=7.68
episode 2426: step=70  reward=-180.0 aveQ=-76.66  loss=6.41
episode 2427: step=64  reward=-98.0 aveQ=-42.25  loss=6.65
episode 2428: step=35  reward=-44.0 aveQ=-24.09  loss=6.69
episode 2429: step=128 reward=-292.0 aveQ=-114.82 loss=6.73
episode 2430: step=32  reward=-39.0 aveQ=-11.58  loss=7.23
episode 2431: step=50  reward=-64.0 aveQ=-36.99  loss=6.47
episode 2432: step=48  reward=-41.0 aveQ=-12.70  loss=6.46
episode 2433: step=96  reward=-63.0 aveQ=-47.37  loss=7.12
episode 2434: step=28  reward=-27.0 aveQ=-13.17  loss=5.90
episode 2435: step=42  reward=-55.0 aveQ=-28.71  loss=6.46
episode 2436: step=20  reward=-22.0 aveQ=-9.99   loss=5.93
episode 2437: step=70  reward=-111.0 aveQ=-54.76  loss=6.12
episode 2438: step=96  reward=-106.0 aveQ=-73.57  loss=6.73
episode 2439: step=72  reward=-60.0 aveQ=-44.33  loss=5.93
episode 2440: step=48  reward=-33.0 aveQ=-18.69  loss=6.79
episode 2441: step=28  reward=-28.0 aveQ=-17.19  loss=6.58
episode 2442: step=48  reward=-43.0 aveQ=-20.07  loss=6.19
episode 2443: step=35  reward=-58.0 aveQ=-29.98  loss=7.61
episode 2444: step=96  reward=-112.0 aveQ=-66.15  loss=7.24
episode 2445: step=96  reward=-110.0 aveQ=-55.83  loss=6.30
episode 2446: step=70  reward=-126.0 aveQ=-68.31  loss=7.39
episode 2447: step=49  reward=-83.0 aveQ=-44.09  loss=6.65
episode 2448: step=35  reward=-51.0 aveQ=-32.58  loss=6.91
episode 2449: step=20  reward=-24.0 aveQ=-11.50  loss=6.32
episode 2450: step=72  reward=-99.0 aveQ=-46.72  loss=6.55
episode 2451: step=96  reward=-127.0 aveQ=-72.73  loss=6.63
episode 2452: step=24  reward=-25.0 aveQ=-13.72  loss=6.23
episode 2453: step=50  reward=-77.0 aveQ=-42.04  loss=6.83
episode 2454: step=24  reward=-27.0 aveQ=-14.78  loss=7.34
episode 2455: step=35  reward=-47.0 aveQ=-24.33  loss=6.65
episode 2456: step=48  reward=-53.0 aveQ=-21.40  loss=5.55
episode 2457: step=60  reward=-105.0 aveQ=-59.72  loss=5.82
episode 2458: step=48  reward=-49.0 aveQ=-19.76  loss=6.48
episode 2459: step=96  reward=-82.0 aveQ=-48.78  loss=7.09
episode 2460: step=48  reward=-34.0 aveQ=-15.08  loss=7.84
episode 2461: step=64  reward=-133.0 aveQ=-62.55  loss=6.64
episode 2462: step=50  reward=-75.0 aveQ=-46.09  loss=5.92
episode 2463: step=128 reward=-142.0 aveQ=-82.38  loss=7.34
episode 2464: step=49  reward=-58.0 aveQ=-39.02  loss=5.86
episode 2465: step=60  reward=-105.0 aveQ=-61.40  loss=5.46
episode 2466: step=50  reward=-81.0 aveQ=-47.71  loss=6.19
episode 2467: step=128 reward=-126.0 aveQ=-81.65  loss=7.48
episode 2468: step=35  reward=-53.0 aveQ=-28.86  loss=5.29
episode 2469: step=35  reward=-47.0 aveQ=-30.52  loss=5.88
episode 2470: step=70  reward=-113.0 aveQ=-72.23  loss=6.84
episode 2471: step=49  reward=-59.0 aveQ=-39.08  loss=6.33
episode 2472: step=128 reward=-156.0 aveQ=-88.89  loss=6.37
episode 2473: step=35  reward=-44.0 aveQ=-25.17  loss=6.99
episode 2474: step=128 reward=-156.0 aveQ=-98.10  loss=6.69
episode 2475: step=48  reward=-56.0 aveQ=-29.03  loss=6.95
episode 2476: step=60  reward=-112.0 aveQ=-56.18  loss=5.76
episode 2477: step=128 reward=-155.0 aveQ=-77.26  loss=6.52
episode 2478: step=24  reward=-27.0 aveQ=-13.02  loss=5.33
episode 2479: step=48  reward=-50.0 aveQ=-15.98  loss=6.20
episode 2480: step=32  reward=-41.0 aveQ=-10.93  loss=7.32
episode 2481: step=50  reward=-77.0 aveQ=-40.97  loss=6.96
episode 2482: step=20  reward=-23.0 aveQ=-10.32  loss=7.62
episode 2483: step=24  reward=-22.0 aveQ=-14.60  loss=5.87
episode 2484: step=50  reward=-67.0 aveQ=-42.01  loss=6.45
episode 2485: step=24  reward=-25.0 aveQ=-15.43  loss=6.65
episode 2486: step=72  reward=-88.0 aveQ=-35.61  loss=7.49
episode 2487: step=48  reward=-49.0 aveQ=-18.72  loss=6.47
episode 2488: step=48  reward=-44.0 aveQ=-21.31  loss=6.30
episode 2489: step=96  reward=-64.0 aveQ=-37.77  loss=7.92
episode 2490: step=49  reward=-75.0 aveQ=-38.68  loss=7.44
episode 2491: step=64  reward=-85.0 aveQ=-28.78  loss=6.09
episode 2492: step=48  reward=-34.0 aveQ=-11.05  loss=6.53
episode 2493: step=32  reward=-22.0 aveQ=-7.23   loss=6.23
episode 2494: step=32  reward=-21.0 aveQ=-6.72   loss=6.76
episode 2495: step=49  reward=-75.0 aveQ=-45.85  loss=6.10
episode 2496: step=50  reward=-73.0 aveQ=-39.57  loss=6.17
episode 2497: step=96  reward=-90.0 aveQ=-74.26  loss=6.58
episode 2498: step=32  reward=-19.0 aveQ=-10.73  loss=7.22
episode 2499: step=96  reward=-60.0 aveQ=-36.73  loss=6.53
episode 2500: step=42  reward=-64.0 aveQ=-34.85  loss=7.09
episode 2501: step=64  reward=-54.0 aveQ=-28.77  loss=7.92
episode 2502: step=96  reward=-123.0 aveQ=-63.23  loss=6.73
episode 2503: step=128 reward=-190.0 aveQ=-111.25 loss=7.26
episode 2504: step=32  reward=-19.0 aveQ=-7.30   loss=7.25
episode 2505: step=48  reward=-33.0 aveQ=-20.43  loss=8.94
episode 2506: step=35  reward=-46.0 aveQ=-26.19  loss=8.87
episode 2507: step=128 reward=-122.0 aveQ=-80.69  loss=7.59
episode 2508: step=24  reward=-22.0 aveQ=-15.18  loss=7.74
episode 2509: step=96  reward=-121.0 aveQ=-65.05  loss=7.47
episode 2510: step=72  reward=-78.0 aveQ=-53.23  loss=7.68
episode 2511: step=60  reward=-102.0 aveQ=-57.37  loss=9.52
episode 2512: step=20  reward=-22.0 aveQ=-13.09  loss=8.15
episode 2513: step=20  reward=-20.0 aveQ=-13.52  loss=7.55
episode 2514: step=64  reward=-56.0 aveQ=-39.01  loss=7.39
episode 2515: step=128 reward=-192.0 aveQ=-105.54 loss=7.39
episode 2516: step=50  reward=-67.0 aveQ=-45.73  loss=8.13
episode 2517: step=60  reward=-120.0 aveQ=-60.43  loss=6.43
episode 2518: step=35  reward=-45.0 aveQ=-26.81  loss=5.86
episode 2519: step=64  reward=-100.0 aveQ=-60.43  loss=7.50
episode 2520: step=20  reward=-22.0 aveQ=-11.45  loss=6.63
episode 2521: step=42  reward=-58.0 aveQ=-36.76  loss=7.22
episode 2522: step=28  reward=-21.0 aveQ=-16.54  loss=6.13
episode 2523: step=50  reward=-76.0 aveQ=-45.38  loss=5.90
episode 2524: step=70  reward=-111.0 aveQ=-67.09  loss=5.86
episode 2525: step=64  reward=-45.0 aveQ=-27.48  loss=6.15
episode 2526: step=64  reward=-91.0 aveQ=-31.87  loss=5.89
episode 2527: step=28  reward=-29.0 aveQ=-15.69  loss=5.54
episode 2528: step=48  reward=-32.0 aveQ=-14.65  loss=5.81
episode 2529: step=64  reward=-46.0 aveQ=-29.59  loss=5.70
episode 2530: step=64  reward=-75.0 aveQ=-40.09  loss=5.95
episode 2531: step=72  reward=-135.0 aveQ=-63.53  loss=6.30
episode 2532: step=96  reward=-146.0 aveQ=-58.76  loss=6.08
episode 2533: step=24  reward=-25.0 aveQ=-14.12  loss=5.66
episode 2534: step=64  reward=-65.0 aveQ=-32.51  loss=6.28
episode 2535: step=60  reward=-87.0 aveQ=-50.41  loss=5.77
episode 2536: step=70  reward=-170.0 aveQ=-79.83  loss=5.50
episode 2537: step=20  reward=-25.0 aveQ=-12.90  loss=6.15
episode 2538: step=42  reward=-57.0 aveQ=-33.01  loss=7.08
